symbol,first_eligible_trade_date,source,notes
CCL,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
CCLD,2015-07-23,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
CCLDO,2023-02-06,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
CCM,2010-12-13,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
CCNE,1995-04-04,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
CCNEP,2021-08-23,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
CCO,2006-11-14,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
CCOI,2003-02-05,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
CCRN,2002-10-25,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
CCS,2015-06-18,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
CCSI,2022-09-30,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
CCU,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
CCZ,2021-01-20,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
CD,2016-04-07,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
CDE,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
CDIO,2023-01-18,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
CDLX,2019-02-12,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
CDNA,2015-07-17,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
CDNS,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
CDP,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
CDRE,2022-11-04,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
CDRO,2022-01-27,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
CDW,2014-06-27,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
CDXS,2011-04-22,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
CDZI,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
CDZIP,2022-06-30,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
CE,2006-01-23,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
CECO,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
CEFD,2021-06-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
CEG,2023-01-20,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
CELC,2018-09-20,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
CELH,2008-01-22,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
CELU,2020-08-07,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
CELZ,2016-11-07,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
CENN,2013-09-27,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
CENT,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
CENTA,2008-02-06,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
CENX,1997-03-31,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
CEPU,2019-02-05,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
CERS,1998-02-02,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
CERT,2021-12-13,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
CETX,2016-06-24,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
CETY,2024-01-22,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
CEVA,2003-11-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
CF,2006-08-11,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
CFBK,1999-12-30,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
CFFI,1999-05-07,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
CFFN,2000-03-31,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
CFG,2015-09-24,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
CFR,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
CG,2013-05-07,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
CGABL,2022-05-19,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
CGAU,2009-06-24,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
CGBD,2018-06-14,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
CGC,2015-04-08,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
CGEM,2022-01-08,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
CGEN,2001-08-13,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
CGNT,2022-02-08,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
CGNX,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
CGTX,2022-10-10,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
CHAI,2021-09-27,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
CHCI,2005-12-14,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
CHCO,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
CHCT,2016-05-19,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
CHD,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
CHDN,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
CHE,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
CHEF,2012-07-27,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
CHEV,2012-08-30,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
CHGG,2014-11-13,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
CHH,1997-10-16,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
CHKP,1997-06-28,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
CHMG,2000-01-04,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
CHMI,2014-10-06,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
CHNR,1996-08-06,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
CHPT,2020-09-15,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
CHR,2019-09-13,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
CHRD,2011-06-17,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
CHRS,2015-11-06,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
CHRW,1998-10-16,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
CHSCL,2016-01-15,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
CHSCM,2015-09-10,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
CHSCN,2015-03-06,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
CHSCO,2014-09-23,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
CHSCP,2004-03-23,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
CHT,2004-07-20,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
CHTR,2011-01-05,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
CHWY,2020-06-15,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
CI,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
CIA,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
CIB,1996-07-25,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
CIEN,1998-02-09,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
CIFR,2021-10-20,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
CIG,1997-11-18,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
CIGI,1996-01-20,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
CIIT,2014-10-10,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
CIM,2008-11-28,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
CINF,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
