symbol,first_eligible_trade_date,source,notes
STKH,2022-03-12,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
STKL,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
STKS,2015-06-29,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
STLA,2011-06-09,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
STLD,1997-11-22,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
STM,1995-12-08,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
STN,2006-08-07,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
STNE,2019-10-28,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
STNG,2011-03-31,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
STOK,2020-06-18,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
STRA,1997-07-25,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
STRL,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
STRO,2019-09-30,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
STRR,2004-03-17,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
STRRP,2020-09-14,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
STRS,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
STRT,1996-02-23,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
STRW,2024-02-23,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
STSS,2023-04-18,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
STT,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
STTK,2021-10-11,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
STVN,2022-07-18,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
STWD,2010-08-12,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
STX,2003-12-11,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
STXS,2005-08-12,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
STZ,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
SU,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
SUI,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
SUIG,2011-03-09,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
SUN,2013-09-24,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
SUNE,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
SUNS,2025-07-11,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
SUPN,2013-05-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
SUPV,2017-05-19,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
SUPX,2025-04-21,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
SURG,2019-01-17,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
SUZ,2009-11-04,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
SVA,2004-09-28,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
SVC,1996-08-16,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
SVM,2018-05-15,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
SVRA,2018-04-30,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
SVRE,2023-06-06,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
SVRN,2022-11-30,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
SWAG,2022-11-09,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
SWBI,2000-08-16,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
SWIM,2022-04-23,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
SWK,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
SWKH,2000-09-21,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
SWKS,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
SWVL,2022-03-15,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
SWX,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
SXC,2012-07-20,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
SXI,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
SXT,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
SXTC,2020-01-06,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
SY,2020-05-01,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
SYBT,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
SYBX,2016-09-29,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
SYF,2015-07-31,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
SYK,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
SYM,2022-03-09,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
SYNA,2003-01-29,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
SYPR,1995-05-18,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
SYRE,2017-04-07,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
SYY,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
T,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TAC,2002-08-06,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TACT,1997-08-22,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TAK,2011-01-05,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TAL,2011-10-20,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TALK,2021-07-30,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TALO,2019-05-13,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TANH,2016-03-23,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TAOP,2007-09-25,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TAOX,2021-12-08,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TAP,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TARA,2015-10-22,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TARS,2021-10-18,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TASK,2022-06-11,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TATT,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TAYD,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TBB,2018-11-07,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TBBK,2005-02-02,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TBCH,2011-11-15,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TBI,1995-04-04,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TBLA,2022-06-30,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TBLD,2022-07-28,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TBPH,2015-05-18,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TBRG,2003-05-21,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TC,2019-11-21,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TCBI,2004-08-13,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TCBIO,2022-03-26,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TCBK,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TCBS,2022-07-18,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TCBX,2022-11-09,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TCI,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TCMD,2017-07-28,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TCOM,2004-12-09,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TCPC,2013-04-09,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TCRT,2006-08-24,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TCRX,2022-07-18,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TCX,1997-04-30,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TD,1997-08-30,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TDAY,2015-02-04,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TDC,2008-09-30,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TDG,2007-03-16,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TDOC,2016-06-29,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TDS,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TDUP,2022-03-26,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TDW,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TDY,2000-11-22,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TE,2021-01-11,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TEAD,2022-07-25,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TEAM,2016-12-08,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TECH,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TECK,2003-07-18,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TECX,2019-06-24,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TEL,2008-06-13,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TELA,2020-11-09,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TEN,2003-03-05,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TENB,2019-07-29,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TENX,1995-04-04,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TEO,1995-12-09,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TER,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TERN,2022-02-05,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TEVA,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TEX,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TFC,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TFII,2006-11-15,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TFIN,2015-11-09,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TFPM,2023-08-31,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TFSA,2022-02-11,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TFSL,2008-04-22,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TFX,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TG,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TGB,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TGL,2023-08-14,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TGLS,2013-05-14,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TGNA,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TGS,1995-11-17,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TGT,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TGTX,2011-05-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TH,2019-03-13,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
THC,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
THCH,2022-03-11,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
THFF,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
THG,1996-10-10,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
THM,2008-04-30,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
THO,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
THR,2012-05-04,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
THRM,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
THRY,2019-04-18,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TIGO,2020-01-09,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TIGR,2020-03-19,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TIL,2022-03-19,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TILE,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TIMB,1999-11-16,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TIPT,2011-10-15,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TISI,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TITN,2008-12-12,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TJX,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TK,1996-07-19,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TKC,2001-07-11,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TKLF,2023-01-19,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TKNO,2022-06-27,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TKR,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TLF,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TLK,1996-11-13,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TLN,2024-06-04,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TLPH,2012-02-13,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TLRY,2019-07-22,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TLS,2021-11-19,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TLSA,2019-11-21,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TLSIW,2022-02-09,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TLYS,2013-05-08,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TM,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TMC,2022-09-12,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TMCI,2022-04-23,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TMCWW,2022-09-14,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TMDX,2020-05-01,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TME,2019-12-12,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TMHC,2014-04-10,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TMO,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TMP,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TMQ,2013-04-29,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TMUS,2008-04-18,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TNC,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TNDM,2014-11-14,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TNET,2015-03-27,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TNGX,2021-09-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TNK,2008-12-12,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TNL,2007-07-20,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TNON,2023-04-28,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TNXP,2013-05-14,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TNYA,2022-08-01,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TOI,2021-06-04,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TOL,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TOMZ,2009-06-22,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TOON,2013-02-06,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TOP,2023-06-02,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TOPS,2005-08-02,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TOST,2022-09-22,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TOUR,2015-05-11,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TOVX,2007-12-19,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TPB,2017-05-11,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TPC,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TPCS,2008-12-26,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TPG,2023-01-17,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TPH,2014-01-31,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TPL,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TPR,2001-10-12,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TPST,2013-11-12,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TPTA,2022-06-16,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TPVG,2015-03-06,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TR,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TRAK,2000-10-26,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TRAW,2014-07-25,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TRC,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TRDA,2022-10-31,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TREE,2009-08-12,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TREX,2000-04-07,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TRGP,2011-12-07,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TRI,2003-06-12,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TRIB,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TRIN,2022-01-29,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TRIP,2012-12-10,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TRMB,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TRMD,2019-02-26,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TRMK,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TRN,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TRNO,2011-02-10,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TRNS,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TRON,2024-08-15,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TROO,2009-04-09,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TROW,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TROX,2011-12-01,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TRP,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TRS,2008-05-19,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TRST,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TRT,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TRTX,2018-07-20,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TRU,2016-06-24,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TRUG,2022-12-02,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TRUP,2015-07-20,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TRV,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TRVG,2017-12-18,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TRVI,2020-05-06,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TRX,2006-05-12,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TS,2003-12-16,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TSAT,2006-07-27,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TSBK,1999-01-13,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TSCO,1995-02-17,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TSEM,1995-10-26,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TSHA,2021-09-24,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TSLA,2011-06-29,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TSLX,2015-03-23,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TSM,1998-10-09,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TSN,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TSQ,2015-07-24,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TSSI,2006-09-29,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TT,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TTC,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TTD,2017-09-21,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TTE,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TTEC,1997-08-01,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TTEK,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TTGT,2008-05-16,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TTI,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TTMI,2001-10-01,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TTSH,2013-08-26,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TTWO,1998-04-15,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TU,1997-06-11,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TULP,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TUSK,2017-10-16,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TUYA,2022-03-19,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TV,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TVC,1999-10-14,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TVE,2000-05-18,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TVRD,2015-02-02,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TVTX,2013-11-08,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TW,2020-04-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TWAV,1996-06-18,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TWI,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TWIN,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TWLO,2017-06-23,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TWO,2010-11-01,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TWST,2019-11-01,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TX,2007-02-02,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TXG,2020-09-11,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
